"Path","Dates range","Impressions","Clicks","CTR %","Avg. position","Avg. click position","Impressions for 1st position","Clicks from pos. 1","CTR % for pos. 1","Impressions for pos. 2-3","Clicks from pos. 2-3","CTR % for pos. 2-3","Avg. impression position for pos. 2-3","Avg. click position from pos. 2-3","Impressions for pos. 4-10","Clicks from pos. 4-10","CTR % for pos. 4-10","Avg. impression position for pos. 4-10","Avg. click position from pos. 4-10","Impressions for pos. 11-50","Clicks from pos. 11-50","CTR % for pos. 11-50","Avg. impression position for pos. 11-50","Avg. click position from pos. 11-50"
"/catalog/karkasnye-doma/11x10/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/articles/stroitelstvo/novgorodskie-doma-iz-brusa-preimushhestva-i-nedostatki/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"/catalog/proyekty/pdk-441/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/dom-v-nizinske/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-42/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/bolshie-doma/page-3/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-133/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/vtoroy-svet/page-2/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-112/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Tovarka-FID-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","7.00","7.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","7.00","7.00","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-4/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Tovarka-FID-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","",""
"/catalog/proyekty/1-sanuzel/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"/articles/osobennosti-i-sovety/mezhevanie-granits-zemelnogo-uchastka-chto-eto-takoe-i-dlya-chego-nuzhno/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-97/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"/catalog/karkasnye-doma/dk-173/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-59/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/portfolio/page-8/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-8-na-8-dk-74/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/karkasnyj-dom-8-na-6-snt-landysh/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/page-5/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"/articles/osobennosti-i-sovety/kak-sekonomit-na-stroitelstve-doma-sovety-nashikh-opytnykh-prorabov/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-107/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/15.5x10.5/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-183/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-19/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-114/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"/catalog/doma-pod-klyuch/pk-53/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","1.00","","1.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/doma-iz-brusa/12.5x11.5/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/karkasnyj-dom-9.5-na-12-kp-dmitrovskoe-polese/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","43.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","43.00",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-52/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","",""
"/catalog/proyekty/4-spalni/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/doma-iz-brusa/valmovaya/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-3/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-111/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","14.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","14.00",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-41/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-9/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Tovarka-FID-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","7.00","7.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","7.00","7.00","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-140/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-40/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-207/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-126/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Tovarka-FID-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","5.00","5.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","5.00","5.00","0.00","0.00","","",""
"/catalog/proyekty/14.5x9.5/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-8-na-8-dk-74/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Tovarka-FID-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","",""
"/articles/stroitelstvo/teplie-doma-karkasnie-post-prozhivanie/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-49/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/doma-iz-brusa/1-spalnya/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"/catalog/doma-pod-klyuch/pk-40/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-185/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-137/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-111/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"/portfolio/karkasnye-doma/karkasnyij-dom-7x9-v-gavrino/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"/portfolio/karkasnye-doma/karkasnyj-dom-10.5-na-9-vnukovo/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"/catalog/doma-pod-klyuch/pk-71/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/karkasnye-doma/10x9/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"/articles/stroitelstvo/kak-vybrat-idealnyj-proekt-dlya-zagorodnogo-doma/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","38.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","38.00",""
"/articles/fundamenty/fundament-dlja-doma-iz-brusa/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"/catalog/proyekty/pdk-786/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"/articles/stroitelstvo/rasprostranennyie-kriterii-vyibora-proekta-doma-dlya-pmzh/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-62/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","7.00","7.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","7.00","7.00","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-199/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","7.00","7.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","7.00","7.00","0.00","0.00","","",""
"/articles/stroitelstvo/naskolko-dorozhe-dom-s-sanuzlom/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-35/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-141/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"/?brid=YWdncwH2jNE9gqS4ND819kVrWQIB","2026-03-16 - 2026-06-14","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/karkasnyij-dom-10x11-v-balabanovo/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"/catalog/dachnye-doma/dd-25/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"/catalog/karkasnye-doma/dk-163/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-193/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Tovarka-FID-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","",""
"/catalog/karkasnye-doma/?utm_source=yandex&utm_medium=cpc&utm_campaign=Pod-Kluch-Poisk-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-24/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","1.00","","1.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/doma-lagom/lagom-92/","2026-03-16 - 2026-06-14","1.00","1.00","100.00","1.00","1.00","1.00","1.00","100.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-9-na-10-dk-82/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","",""
"/catalog/karkasnye-doma/odnoetazhnye/page-4/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-148/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","10.00","10.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","10.00","10.00","0.00","0.00","","",""
"/catalog/karkasnye-doma/10x10/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","27.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","27.00",""
"/catalog/karkasnye-doma/karkasnyij-dom-km-54/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"/portfolio/karkasnye-doma/karkasnyj-dom-6-na-8.5-dnp-vasilkovo/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","15.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","15.00",""
"/katalog/karkasnyie-doma/dk-157?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","",""
"/katalog/karkasnyie-doma/karkasnyij-dom-dk-25?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","10.00","10.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","10.00","10.00","0.00","0.00","","",""
"/catalog/proyekty/pdk-418/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"/catalog/karkasnye-doma/dk-180/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Retargeting-FID-SPB-OK-4|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","9.00","9.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","9.00","9.00","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/pk-130/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"/catalog/karkasnye-doma/8.5x6/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/karkasnye-doma/karkasnyij-dom-dk-34/?utm_source=yandex&utm_medium=cpc&utm_campaign=Karkas-Tovarka-FID-SPB-OK|{campaign_id}&gbid={gbid}&utm_term={PHRASE}&type={source_type}&source={source}&calltouch_tm=yd_c:{campaign_id}_gb:{gbid}_ad:{ad_id}_ph:{phrase_id}_st:{source_type}_pt:{position_type}_p:{position}_s:{source}_dt:{device_type}_reg:{region_id}_ret:{retargeting_id}_apt:{addphrasestext}","2026-03-16 - 2026-06-14","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","6.00","6.00","0.00","0.00","","",""
"/catalog/doma-pod-klyuch/11x7/","2026-03-16 - 2026-06-14","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","","","0.00","0.00","","",""
"/catalog/proyekty/9x8/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"/portfolio/karkasnye-doma/dom-iz-brusa-9x5.5-grafskaya-slavyanka/","2026-03-16 - 2026-06-14","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
